lp;data;city;shop;category;product;price;quantity
363;2015-01-12;Berlin;Quality Boiler Repairs;furniture;swivel chair;69.0;12
364;2016-11-06;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;121
365;2016-06-17;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;4
366;2015-09-13;Paris;Holt Packaging;furniture;swivel chair;69.0;34
367;2015-07-22;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;26
368;2015-12-31;Paris;Holt Packaging;school and office equipment;plasticine;2.99;247
369;2016-08-13;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;1.49;76
370;2014-12-25;London;Haddow Camping Supplies;furniture;desk;149.99;8
371;2016-09-11;Barcelona;Rathbone Double Glazing;school and office equipment;plasticine;2.99;269
372;2017-01-22;Berlin;Pringle Cycles;school equipment;blackboard;590.0;1
373;2015-10-21;London;Ashton Electronics;furniture;desk;149.99;10
374;2016-06-28;Warszawa;North Point Services;school equipment;chalk;5.0;452
375;2014-10-30;London;Newbold Accountancy Services;school equipment;chalk;5.0;194
376;2017-04-26;Rome;Khan Cabs;school equipment;chalk;5.0;75
377;2017-03-15;London;Ashton Electronics;school and office equipment;pen;0.99;13
378;2016-11-17;Krakow;Grady Recycling;furniture;swivel chair;69.0;8
379;2016-03-15;Rome;Pearce Printing;furniture;swivel chair;69.0;6
380;2015-10-30;Rome;Pearce Printing;furniture;swivel chair;69.0;5
381;2015-08-07;Berlin;On Top Workshops;school and office equipment;pen;1.49;138
382;2015-01-11;Berlin;Billingham Workshops;school equipment;sponge;4.0;68
383;2016-08-22;Krakow;Grady Recycling;school equipment;sponge;4.0;258
384;2016-11-04;Berlin;Pringle Cycles;school equipment;sponge;4.0;68
385;2016-03-05;Krakow;Grady Recycling;school and office equipment;pen;0.99;233
386;2016-01-27;Berlin;Billingham Workshops;school equipment;chalk;5.0;59
387;2015-04-25;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;377
388;2016-11-20;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;340
389;2015-03-13;Krakow;Jeffries Logistics;school equipment;chalk;5.0;273
390;2015-04-09;Warszawa;Salisbury Promotions;furniture;desk;149.99;3
391;2016-03-09;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;15
392;2015-06-14;Paris;Wright Sporting Goods;school equipment;chalk;5.0;380
393;2017-03-22;Paris;Holt Packaging;furniture;desk;149.99;1
394;2016-11-20;Warszawa;North Point Services;school equipment;sponge;4.0;31
395;2016-02-02;London;Newbold Accountancy Services;school and office equipment;plasticine;2.99;245
396;2015-06-15;Rome;Pearce Printing;school and office equipment;plasticine;2.99;18
397;2015-04-15;Cracow;Valley Coaches;school equipment;blackboard;590.0;1
398;2017-01-18;Krakow;Grady Recycling;school equipment;chalk;5.0;12
399;2015-11-04;Cracow;Richards Textiles;school and office equipment;plasticine;2.99;72
400;2015-05-13;London;Haddow Camping Supplies;school and office equipment;punch;7.5;147
401;2017-01-31;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;32
402;2015-05-26;Berlin;On Top Workshops;school and office equipment;punch;7.5;70
403;2016-06-02;Krakow;Grady Recycling;school equipment;sponge;4.0;45
404;2016-09-25;Rome;Khan Cabs;furniture;desk;149.99;4
405;2016-03-18;London;Newbold Accountancy Services;furniture;swivel chair;69.0;11
406;2016-10-22;Barcelona;Super Memorabilia;furniture;desk;149.99;11
407;2016-03-26;Berlin;Quality Boiler Repairs;school equipment;sponge;4.0;27
408;2017-03-11;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;2
409;2016-12-19;Warszawa;North Point Services;school equipment;chalk;5.0;433
410;2015-03-08;Krakow;Grady Recycling;school and office equipment;plasticine;2.99;244
411;2015-02-13;Berlin;Billingham Workshops;school and office equipment;pen;1.49;66
412;2015-04-10;Berlin;On Top Workshops;school and office equipment;pen;1.49;93
413;2016-02-19;London;Newbold Accountancy Services;school equipment;blackboard;590.0;1
414;2015-03-17;Warszawa;North Point Services;school equipment;blackboard;590.0;1
415;2016-03-14;Barcelona;On Time Kitchens;school and office equipment;punch;7.5;171
416;2016-10-28;Barcelona;Super Memorabilia;school equipment;sponge;4.0;303
417;2015-01-31;London;Ashton Electronics;school and office equipment;pen;0.99;215
418;2016-11-21;London;Newbold Accountancy Services;furniture;swivel chair;69.0;1
419;2016-09-03;Warszawa;Salisbury Promotions;school and office equipment;pen;1.49;246
420;2015-07-29;Cracow;Grange Locksmiths;furniture;swivel chair;69.0;13
421;2016-09-07;Cracow;Richards Textiles;school equipment;sponge;4.0;245
422;2015-08-09;Paris;Wright Sporting Goods;school and office equipment;pen;1.49;3
423;2017-02-12;Rome;Khan Cabs;school and office equipment;punch;7.5;3
424;2015-01-17;Cracow;Richards Textiles;furniture;swivel chair;69.0;16
425;2016-06-01;Warszawa;Salisbury Promotions;school and office equipment;plasticine;2.99;24
426;2016-12-30;Rome;Khan Cabs;school and office equipment;plasticine;2.99;100
427;2015-05-31;Krakow;Jeffries Logistics;school and office equipment;pen;0.99;285
428;2017-02-21;Paris;Wright Sporting Goods;furniture;desk;149.99;2
429;2016-03-17;Warszawa;North Point Services;school equipment;blackboard;590.0;2
430;2016-01-06;Warszawa;Salisbury Promotions;school and office equipment;plasticine;2.99;160
431;2017-01-06;Warszawa;North Point Services;furniture;swivel chair;69.0;22
432;2016-04-04;Cracow;Sterling Cameras;furniture;swivel chair;69.0;7
433;2016-04-02;Krakow;Noakes Paper Products;school equipment;chalk;5.0;231
434;2017-03-23;Paris;Summit Cash & Carry;furniture;desk;149.99;2
435;2015-01-21;Paris;Wright Sporting Goods;furniture;desk;149.99;8
436;2015-06-28;Warszawa;Salisbury Promotions;furniture;desk;149.99;14
437;2017-03-23;Barcelona;Super Memorabilia;school equipment;blackboard;590.0;1
438;2016-03-10;London;Newbold Accountancy Services;school equipment;blackboard;590.0;3
439;2017-03-19;Krakow;Grady Recycling;furniture;desk;149.99;1
440;2016-03-21;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;8
441;2016-04-09;London;Haddow Camping Supplies;school equipment;blackboard;590.0;2
442;2016-11-18;Barcelona;Riverside Off Road Vehicles;school equipment;chalk;5.0;39
443;2015-04-26;Paris;Wright Sporting Goods;school equipment;chalk;5.0;343
444;2016-08-25;Rome;Khan Cabs;furniture;desk;149.99;2
445;2016-10-01;Krakow;Jeffries Logistics;school and office equipment;pen;1.49;129
446;2016-11-09;Berlin;Quality Boiler Repairs;school equipment;chalk;5.0;86
447;2015-11-19;Cracow;Valley Coaches;school equipment;sponge;4.0;96
448;2016-10-31;Rome;Khan Cabs;furniture;swivel chair;69.0;6
449;2015-01-17;Berlin;Pringle Cycles;school and office equipment;plasticine;2.99;182
450;2015-09-01;Paris;Wright Sporting Goods;school and office equipment;plasticine;2.99;448
451;2015-12-12;Cracow;Sterling Cameras;school equipment;blackboard;590.0;1
452;2017-05-02;Berlin;On Top Workshops;school equipment;chalk;5.0;12
453;2016-11-07;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;15
454;2014-10-18;London;Haddow Camping Supplies;school equipment;blackboard;590.0;1
455;2015-09-19;Rome;Khan Cabs;furniture;desk;149.99;4
456;2015-12-18;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;10
457;2016-12-06;Paris;Summit Cash & Carry;school equipment;blackboard;590.0;5
458;2015-03-05;Barcelona;On Time Kitchens;school and office equipment;plasticine;2.99;88
459;2015-04-07;Rome;Pearce Printing;school equipment;blackboard;590.0;1
460;2015-04-28;Paris;Wright Sporting Goods;furniture;desk;149.99;16
461;2015-03-05;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;3
462;2015-05-01;Barcelona;Rathbone Double Glazing;school equipment;chalk;5.0;282
463;2015-02-11;Rome;Khan Cabs;furniture;desk;149.99;4
464;2014-11-01;Krakow;Jeffries Logistics;furniture;desk;149.99;8
465;2015-05-16;Paris;Holt Packaging;furniture;desk;149.99;14
466;2017-04-13;Krakow;Grady Recycling;furniture;swivel chair;69.0;20
467;2015-11-06;London;Haddow Camping Supplies;furniture;swivel chair;69.0;3
468;2015-10-01;Cracow;Sterling Cameras;school and office equipment;pen;1.49;75
469;2017-03-13;Krakow;Grady Recycling;furniture;swivel chair;69.0;22
470;2015-03-29;Berlin;Billingham Workshops;school and office equipment;plasticine;2.99;51
471;2015-12-18;Paris;Summit Cash & Carry;school equipment;blackboard;590.0;5
472;2015-01-18;Cracow;Grange Locksmiths;school equipment;blackboard;590.0;3
473;2014-11-15;Barcelona;On Time Kitchens;school and office equipment;punch;7.5;70
474;2015-12-14;Krakow;Noakes Paper Products;furniture;desk;149.99;7
475;2014-12-06;Berlin;Pringle Cycles;furniture;swivel chair;69.0;13
476;2016-08-16;Cracow;Valley Coaches;furniture;desk;149.99;4
477;2016-04-28;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;1
478;2015-03-12;Berlin;Quality Boiler Repairs;school and office equipment;pen;0.99;25
479;2015-11-10;Paris;Holt Packaging;school equipment;chalk;5.0;5
480;2016-10-20;Cracow;Sterling Cameras;school equipment;blackboard;590.0;3
481;2015-04-20;Berlin;On Top Workshops;school equipment;chalk;5.0;50
482;2017-01-25;Paris;Holt Packaging;furniture;desk;149.99;19
483;2015-01-08;Rome;Khan Cabs;school equipment;chalk;5.0;57
484;2015-02-21;Cracow;Richards Textiles;school equipment;sponge;4.0;249
485;2016-05-30;Berlin;Billingham Workshops;school equipment;blackboard;590.0;1
486;2016-07-13;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;42
487;2016-07-29;London;Newbold Accountancy Services;school and office equipment;pen;0.99;202
488;2015-03-13;Berlin;On Top Workshops;school and office equipment;punch;7.5;23
489;2014-12-08;Warszawa;North Point Services;furniture;swivel chair;69.0;11
490;2015-10-30;Cracow;Richards Textiles;school and office equipment;plasticine;2.99;201
491;2016-08-11;Krakow;Jeffries Logistics;school equipment;sponge;4.0;159
492;2015-11-08;Cracow;Valley Coaches;school equipment;sponge;4.0;122
493;2014-11-17;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;24
494;2015-08-06;Krakow;Jeffries Logistics;furniture;desk;149.99;9
495;2016-04-18;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;1.49;42
496;2015-12-04;Berlin;Quality Boiler Repairs;school and office equipment;pen;0.99;51
497;2016-10-04;Berlin;Billingham Workshops;furniture;swivel chair;69.0;6
498;2016-02-20;Barcelona;Super Memorabilia;school and office equipment;plasticine;2.99;397
499;2015-09-01;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;27
500;2015-12-21;Rome;Pearce Printing;furniture;swivel chair;69.0;7
501;2016-11-01;Krakow;Noakes Paper Products;school equipment;chalk;5.0;316
502;2015-11-07;London;Haddow Camping Supplies;furniture;desk;149.99;3
503;2016-10-07;Cracow;Richards Textiles;school equipment;blackboard;590.0;1
504;2015-05-01;Rome;Khan Cabs;school and office equipment;pen;1.49;26
505;2016-08-05;Berlin;Billingham Workshops;furniture;desk;149.99;8
506;2015-06-09;Paris;Wright Sporting Goods;school and office equipment;plasticine;2.99;174
507;2014-11-24;Warszawa;Salisbury Promotions;furniture;desk;149.99;2
508;2015-08-19;Paris;Summit Cash & Carry;school equipment;chalk;5.0;133
509;2015-07-15;Paris;Holt Packaging;school equipment;chalk;5.0;259
510;2016-01-22;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;6
511;2015-12-16;Warszawa;North Point Services;furniture;desk;149.99;3
512;2015-09-25;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;9
513;2017-02-09;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;7
514;2017-01-27;Berlin;Billingham Workshops;school equipment;chalk;5.0;104
515;2015-03-07;Cracow;Sterling Cameras;school and office equipment;pen;1.49;159
516;2015-06-04;Warszawa;North Point Services;school equipment;chalk;5.0;58
517;2015-07-10;Cracow;Richards Textiles;school and office equipment;pen;1.49;98
518;2016-05-20;Rome;Khan Cabs;furniture;desk;149.99;4
519;2016-04-19;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;10
520;2014-12-31;Krakow;Jeffries Logistics;school and office equipment;pen;0.99;268
521;2016-07-26;Cracow;Richards Textiles;school and office equipment;plasticine;2.99;31
522;2016-03-26;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;13
523;2016-03-03;Berlin;Pringle Cycles;furniture;swivel chair;69.0;15
524;2016-09-08;Krakow;Jeffries Logistics;furniture;desk;149.99;1
525;2016-11-10;Paris;Holt Packaging;furniture;swivel chair;69.0;38
526;2014-11-07;Berlin;On Top Workshops;school equipment;chalk;5.0;85
527;2016-04-10;Rome;Khan Cabs;school equipment;sponge;4.0;47
528;2014-10-26;Paris;Holt Packaging;school equipment;blackboard;590.0;1
529;2016-01-26;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;10
530;2016-03-20;Warszawa;North Point Services;school and office equipment;pen;0.99;165
531;2015-09-08;London;Newbold Accountancy Services;furniture;desk;149.99;11
532;2015-11-06;Rome;Pearce Printing;furniture;desk;149.99;1
533;2016-12-08;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;34
534;2016-12-05;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;3
535;2016-10-29;Warszawa;North Point Services;furniture;swivel chair;69.0;28
536;2015-01-04;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;1
537;2015-11-09;London;Haddow Camping Supplies;school equipment;blackboard;590.0;2
538;2014-10-18;London;Ashton Electronics;school and office equipment;plasticine;2.99;138
539;2015-08-17;London;Newbold Accountancy Services;furniture;desk;149.99;5
540;2015-06-17;Cracow;Grange Locksmiths;furniture;swivel chair;69.0;15
541;2015-06-17;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;1
542;2015-10-31;Berlin;On Top Workshops;furniture;swivel chair;69.0;16
543;2017-02-14;Cracow;Valley Coaches;school and office equipment;pen;1.49;118
544;2015-05-26;Rome;Pearce Printing;school equipment;blackboard;590.0;1
545;2015-11-25;Barcelona;Riverside Off Road Vehicles;furniture;desk;149.99;13
546;2015-03-01;Cracow;Sterling Cameras;school equipment;sponge;4.0;68
547;2016-08-25;Berlin;Quality Boiler Repairs;school and office equipment;punch;7.5;72
548;2015-12-01;London;Haddow Camping Supplies;school equipment;blackboard;590.0;2
549;2017-03-18;Paris;Wright Sporting Goods;school and office equipment;pen;1.49;273
550;2015-04-13;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;3
551;2016-01-28;London;Newbold Accountancy Services;furniture;desk;149.99;12
552;2017-05-03;Rome;Khan Cabs;school and office equipment;pen;0.99;42
553;2016-06-28;Cracow;Sterling Cameras;school and office equipment;pen;1.49;179
554;2017-02-03;Warszawa;North Point Services;school and office equipment;pen;1.49;194
555;2015-06-04;Krakow;Grady Recycling;school equipment;sponge;4.0;370
556;2015-01-19;London;Newbold Accountancy Services;furniture;swivel chair;69.0;11
557;2015-02-18;Paris;Summit Cash & Carry;furniture;desk;149.99;7
558;2015-03-30;London;Ashton Electronics;furniture;desk;149.99;6
559;2015-07-22;Rome;Khan Cabs;school equipment;sponge;4.0;75
560;2016-08-22;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;27
561;2016-05-16;London;Ashton Electronics;furniture;desk;149.99;12
562;2016-09-16;Barcelona;On Time Kitchens;school and office equipment;punch;7.5;108
563;2016-12-05;Warszawa;Salisbury Promotions;furniture;desk;149.99;13
564;2017-02-09;Rome;Khan Cabs;furniture;swivel chair;69.0;2
565;2015-02-22;Paris;Summit Cash & Carry;school and office equipment;pen;0.99;389
566;2016-11-07;Berlin;Pringle Cycles;school equipment;blackboard;590.0;1
567;2015-09-17;Paris;Wright Sporting Goods;furniture;desk;149.99;9
568;2016-05-24;Krakow;Grady Recycling;school equipment;sponge;4.0;158
569;2016-03-29;Paris;Wright Sporting Goods;school and office equipment;punch;7.5;71
570;2015-06-02;Paris;Summit Cash & Carry;school and office equipment;pen;0.99;91
571;2015-01-21;Rome;Pearce Printing;school equipment;chalk;5.0;69
572;2015-05-08;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;10
573;2017-04-06;Paris;Holt Packaging;furniture;desk;149.99;3
574;2015-07-12;Cracow;Valley Coaches;school equipment;blackboard;590.0;3
575;2017-05-02;Rome;Khan Cabs;furniture;swivel chair;69.0;1
576;2015-03-01;Cracow;Richards Textiles;school and office equipment;pen;0.99;5
577;2015-08-12;Barcelona;On Time Kitchens;school and office equipment;pen;0.99;302
578;2015-05-29;London;Ashton Electronics;school equipment;chalk;5.0;179
579;2015-07-13;London;Haddow Camping Supplies;furniture;desk;149.99;10
580;2016-09-30;Berlin;On Top Workshops;school equipment;sponge;4.0;136
581;2016-02-14;Rome;Khan Cabs;school and office equipment;pen;1.49;34
582;2016-07-05;Cracow;Grange Locksmiths;furniture;desk;149.99;11
583;2016-12-21;Rome;Pearce Printing;furniture;swivel chair;69.0;3
584;2016-02-01;Rome;Khan Cabs;school and office equipment;plasticine;2.99;56
585;2014-11-22;Rome;Pearce Printing;school and office equipment;pen;0.99;40
586;2015-03-13;Cracow;Valley Coaches;furniture;swivel chair;69.0;21
587;2017-01-31;London;Ashton Electronics;school and office equipment;pen;1.49;7
588;2015-07-12;Cracow;Richards Textiles;school equipment;blackboard;590.0;1
589;2016-04-11;Rome;Pearce Printing;school equipment;blackboard;590.0;1
590;2016-12-22;Krakow;Jeffries Logistics;furniture;desk;149.99;1
591;2016-05-14;Barcelona;On Time Kitchens;school and office equipment;punch;7.5;24
592;2015-11-04;Cracow;Richards Textiles;school and office equipment;punch;7.5;32
593;2015-05-14;Berlin;Quality Boiler Repairs;school equipment;sponge;4.0;36
594;2016-01-05;Rome;Khan Cabs;furniture;desk;149.99;2
595;2017-03-13;Krakow;Noakes Paper Products;school and office equipment;punch;7.5;166
596;2017-04-13;Paris;Summit Cash & Carry;furniture;desk;149.99;6
597;2016-10-13;Krakow;Noakes Paper Products;school equipment;sponge;4.0;316
598;2016-02-25;Berlin;On Top Workshops;school and office equipment;pen;1.49;33
599;2015-09-25;Warszawa;North Point Services;school and office equipment;plasticine;2.99;279
600;2016-05-17;Berlin;Billingham Workshops;furniture;desk;149.99;6
601;2016-11-25;Warszawa;North Point Services;school equipment;sponge;4.0;198
